"ID","Name","LongName","Parent","McCC","CLOC","LLOC","Number of previous modifications","Number of previous fixes","Number of committers","Number of developer commits","Number of bugs"
"L6315","NodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/NodeRepresentation.java","L6290","2","0","138","20","0","8","412","0"
"L6316","ObjectRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectRepresentation.java","L6290","13","0","119","9","0","7","5350","0"
"L6317","ObjectToRepresentationConverter.java","community/server/src/main/java/org/neo4j/server/rest/repr/ObjectToRepresentationConverter.java","L6290","15","0","110","18","0","11","665","0"
"L6318","OutputFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormat.java","L6290","11","0","216","55","0","19","1296","0"
"L6319","OutputFormatProvider.java","community/server/src/main/java/org/neo4j/server/rest/repr/OutputFormatProvider.java","L6290","2","0","35","19","0","9","412","0"
"L6320","PathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PathRepresentation.java","L6290","4","0","90","12","0","9","665","0"
"L6321","PropertiesRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/PropertiesRepresentation.java","L6290","10","0","200","5","0","4","2319","0"
"L6322","RelationshipAutoIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipAutoIndexRepresentation.java","L6290","1","0","17","7","0","4","5350","0"
"L6323","RelationshipIndexRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRepresentation.java","L6290","1","0","18","3","0","2","1296","0"
"L6324","RelationshipIndexRootRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipIndexRootRepresentation.java","L6290","2","0","22","5","0","4","2319","0"
"L6325","RelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/RelationshipRepresentation.java","L6290","1","0","85","17","0","8","412","0"
"L6326","RepresentationDispatcher.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationDispatcher.java","L6290","8","0","130","6","0","4","2472","0"
"L6327","RepresentationExceptionHandlingIterable.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationExceptionHandlingIterable.java","L6290","4","0","27","3","0","3","5350","0"
"L6328","RepresentationFormatRepository.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationFormatRepository.java","L6290","16","0","99","10","0","6","5350","0"
"L6329","RepresentationWriteHandler.java","community/server/src/main/java/org/neo4j/server/rest/repr/RepresentationWriteHandler.java","L6290","1","0","22","1","0","1","1636","0"
"L6330","ScoredEntityRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredEntityRepresentation.java","L6290","1","0","39","3","0","2","5350","0"
"L6331","ScoredNodeRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredNodeRepresentation.java","L6290","1","0","74","9","0","6","815","0"
"L6332","ScoredRelationshipRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ScoredRelationshipRepresentation.java","L6290","1","0","45","8","0","5","815","0"
"L6333","ServerExtensionRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ServerExtensionRepresentation.java","L6290","5","0","52","5","0","4","2319","0"
"L6334","ServerListRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/ServerListRepresentation.java","L6290","8","0","22","3","0","3","1126","0"
"L6335","StreamingFormat.java","community/server/src/main/java/org/neo4j/server/rest/repr/StreamingFormat.java","L6290","1","0","11","6","0","4","1636","0"
"L6336","WeightedPathRepresentation.java","community/server/src/main/java/org/neo4j/server/rest/repr/WeightedPathRepresentation.java","L6290","1","0","14","8","0","6","2319","0"
"L9957","AllowAjaxFilter.java","community/server/src/main/java/org/neo4j/server/rest/web/AllowAjaxFilter.java","L9956","5","0","38","7","0","5","2319","0"
"L9958","BatchOperationService.java","community/server/src/main/java/org/neo4j/server/rest/web/BatchOperationService.java","L9956","10","0","146","76","0","17","2319","0"
"L9959","CollectUserAgentFilter.java","community/server/src/main/java/org/neo4j/server/rest/web/CollectUserAgentFilter.java","L9956","5","0","48","14","0","6","5350","0"
"L9960","CustomStatusType.java","community/server/src/main/java/org/neo4j/server/rest/web/CustomStatusType.java","L9956","6","0","39","2","0","2","1296","0"
"L9961","CypherService.java","community/server/src/main/java/org/neo4j/server/rest/web/CypherService.java","L9956","10","0","105","45","0","16","533","0"
"L9962","DatabaseActions.java","community/server/src/main/java/org/neo4j/server/rest/web/DatabaseActions.java","L9956","90","0","1380","170","1","22","412","0"
"L9963","DatabaseMetadataService.java","community/server/src/main/java/org/neo4j/server/rest/web/DatabaseMetadataService.java","L9956","2","0","56","15","0","9","1636","0"
"L9964","ExtensionService.java","community/server/src/main/java/org/neo4j/server/rest/web/ExtensionService.java","L9956","28","0","300","32","0","12","533","0"
"L9965","InternalJettyServletRequest.java","community/server/src/main/java/org/neo4j/server/rest/web/InternalJettyServletRequest.java","L9956","20","0","271","24","0","11","2319","0"
"L9966","InternalJettyServletResponse.java","community/server/src/main/java/org/neo4j/server/rest/web/InternalJettyServletResponse.java","L9956","9","0","263","16","0","10","665","0"
"L9967","NoSuchPropertyException.java","community/server/src/main/java/org/neo4j/server/rest/web/NoSuchPropertyException.java","L9956","1","0","16","6","0","3","533","0"
"L9968","PathNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/web/PathNotFoundException.java","L9956","1","0","5","3","0","2","1296","0"
"L9969","PropertyValueException.java","community/server/src/main/java/org/neo4j/server/rest/web/PropertyValueException.java","L9956","1","0","20","6","0","3","533","0"
"L9970","QuerySessionProvider.java","community/server/src/main/java/org/neo4j/server/rest/web/QuerySessionProvider.java","L9956","1","0","10","2","0","2","1636","0"
"L9971","ResourcesService.java","community/server/src/main/java/org/neo4j/server/rest/web/ResourcesService.java","L9956","7","0","90","7","0","4","2319","0"
"L9972","RestfulGraphDatabase.java","community/server/src/main/java/org/neo4j/server/rest/web/RestfulGraphDatabase.java","L9956","179","0","1715","155","0","24","412","0"
"L9973","ServerQuerySession.java","community/server/src/main/java/org/neo4j/server/rest/web/ServerQuerySession.java","L9956","2","0","17","2","0","2","1636","0"
"L9974","StreamingBatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/web/StreamingBatchOperations.java","L9956","4","0","79","16","0","6","533","0"
"L9975","Surface.java","community/server/src/main/java/org/neo4j/server/rest/web/Surface.java","L9956","1","0","16","2","0","2","665","0"
"L9976","TransactionalService.java","community/server/src/main/java/org/neo4j/server/rest/web/TransactionalService.java","L9956","13","0","304","31","2","12","5350","0"
"L9977","TransactionUriScheme.java","community/server/src/main/java/org/neo4j/server/rest/web/TransactionUriScheme.java","L9956","1","0","7","1","0","1","533","0"
"L13314","BatchOperationResults.java","community/server/src/main/java/org/neo4j/server/rest/batch/BatchOperationResults.java","L13313","6","0","58","6","0","5","224","0"
"L13315","BatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/batch/BatchOperations.java","L13313","20","0","166","26","0","8","815","0"
"L13316","NonStreamingBatchOperations.java","community/server/src/main/java/org/neo4j/server/rest/batch/NonStreamingBatchOperations.java","L13313","2","0","39","6","0","2","2319","0"
"L13317","StreamingBatchOperationResults.java","community/server/src/main/java/org/neo4j/server/rest/batch/StreamingBatchOperationResults.java","L13313","18","0","133","12","0","6","665","0"
"L13535","AuthorizationFilter.java","community/server/src/main/java/org/neo4j/server/rest/dbms/AuthorizationFilter.java","L13534","15","0","245","12","0","3","412","0"
"L13536","AuthorizationHeaders.java","community/server/src/main/java/org/neo4j/server/rest/dbms/AuthorizationHeaders.java","L13534","4","0","25","4","0","2","412","0"
"L13537","AuthorizedRequestWrapper.java","community/server/src/main/java/org/neo4j/server/rest/dbms/AuthorizedRequestWrapper.java","L13534","8","0","106","4","0","2","2319","0"
"L13538","UserService.java","community/server/src/main/java/org/neo4j/server/rest/dbms/UserService.java","L13534","14","0","111","9","0","3","2319","0"
"L13900","DiscoveryService.java","community/server/src/main/java/org/neo4j/server/rest/discovery/DiscoveryService.java","L13899","1","0","37","34","0","10","412","0"
"L13930","BatchOperationFailedException.java","community/server/src/main/java/org/neo4j/server/rest/domain/BatchOperationFailedException.java","L13929","1","0","11","4","0","3","268","0"
"L13931","EndNodeNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/domain/EndNodeNotFoundException.java","L13929","1","0","10","8","0","5","533","0"
"L13932","EvaluationException.java","community/server/src/main/java/org/neo4j/server/rest/domain/EvaluationException.java","L13929","1","0","21","5","0","4","2319","0"
"L13933","EvaluatorFactory.java","community/server/src/main/java/org/neo4j/server/rest/domain/EvaluatorFactory.java","L13929","7","0","128","13","0","7","665","0"
"L13934","GraphDatabaseName.java","community/server/src/main/java/org/neo4j/server/rest/domain/GraphDatabaseName.java","L13929","3","0","29","6","0","5","236","0"
"L13935","HtmlHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/HtmlHelper.java","L13929","21","0","168","10","0","7","7","0"
"L13936","JsonBuildRuntimeException.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonBuildRuntimeException.java","L13929","1","0","17","5","0","4","2319","0"
"L13937","JsonHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonHelper.java","L13929","10","0","105","36","0","14","533","0"
"L13938","JsonParseException.java","community/server/src/main/java/org/neo4j/server/rest/domain/JsonParseException.java","L13929","1","0","19","8","0","5","533","0"
"L13939","PropertySettingStrategy.java","community/server/src/main/java/org/neo4j/server/rest/domain/PropertySettingStrategy.java","L13929","16","0","131","13","1","7","533","0"
"L13940","RelationshipDirection.java","community/server/src/main/java/org/neo4j/server/rest/domain/RelationshipDirection.java","L13929","1","0","13","5","0","4","2319","0"
"L13941","RelationshipExpanderBuilder.java","community/server/src/main/java/org/neo4j/server/rest/domain/RelationshipExpanderBuilder.java","L13929","11","0","67","7","0","4","2319","0"
"L13942","StartNodeNotFoundException.java","community/server/src/main/java/org/neo4j/server/rest/domain/StartNodeNotFoundException.java","L13929","1","0","10","8","0","5","533","0"
"L13943","StartNodeSameAsEndNodeException.java","community/server/src/main/java/org/neo4j/server/rest/domain/StartNodeSameAsEndNodeException.java","L13929","1","0","5","5","0","4","2319","0"
"L13944","TraversalDescriptionBuilder.java","community/server/src/main/java/org/neo4j/server/rest/domain/TraversalDescriptionBuilder.java","L13929","28","0","202","17","0","8","665","0"
"L13945","TraverserReturnType.java","community/server/src/main/java/org/neo4j/server/rest/domain/TraverserReturnType.java","L13929","2","0","49","15","0","7","268","0"
"L13946","URIHelper.java","community/server/src/main/java/org/neo4j/server/rest/domain/URIHelper.java","L13929","2","0","18","5","0","4","2319","0"
"L13947","UriToDatabaseMatcher.java","community/server/src/main/java/org/neo4j/server/rest/domain/UriToDatabaseMatcher.java","L13929","4","0","52","5","0","4","2319","0"
"L14514","AdvertisableService.java","community/server/src/main/java/org/neo4j/server/rest/management/AdvertisableService.java","L14513","1","0","6","4","0","3","2472","0"
"L14515","JmxService.java","community/server/src/main/java/org/neo4j/server/rest/management/JmxService.java","L14513","13","0","178","7","0","4","533","0"
"L14516","MonitorService.java","community/server/src/main/java/org/neo4j/server/rest/management/MonitorService.java","L14513","4","0","85","10","0","5","2319","0"
"L14517","RootService.java","community/server/src/main/java/org/neo4j/server/rest/management/RootService.java","L14513","1","0","25","4","0","3","2472","0"
"L14518","VersionAndEditionService.java","community/server/src/main/java/org/neo4j/server/rest/management/VersionAndEditionService.java","L14513","4","0","67","7","0","3","2319","0"
"L15062","Leasable.java","community/server/src/main/java/org/neo4j/server/rest/paging/Leasable.java","L15061","1","0","4","1","0","1","1126","0"
"L15063","Lease.java","community/server/src/main/java/org/neo4j/server/rest/paging/Lease.java","L15061","3","0","57","8","0","5","5350","0"
"L15064","LeaseAlreadyExpiredException.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseAlreadyExpiredException.java","L15061","1","0","9","3","0","2","2319","0"
"L15065","LeaseManager.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseManager.java","L15061","7","0","61","9","0","5","5350","0"
"L15066","LeaseManagerProvider.java","community/server/src/main/java/org/neo4j/server/rest/paging/LeaseManagerProvider.java","L15061","1","0","19","7","0","4","2472","0"
"L15067","PagedTraverser.java","community/server/src/main/java/org/neo4j/server/rest/paging/PagedTraverser.java","L15061","5","0","59","5","0","4","665","0"
"L15343","AuthenticationException.java","community/server/src/main/java/org/neo4j/server/rest/security/AuthenticationException.java","L15342","1","0","15","4","0","4","7","0"
"L15344","AuthenticationExceptionMapper.java","community/server/src/main/java/org/neo4j/server/rest/security/AuthenticationExceptionMapper.java","L15342","2","0","27","4","0","4","7","0"
"L15345","SecurityFilter.java","community/server/src/main/java/org/neo4j/server/rest/security/SecurityFilter.java","L15342","11","0","109","14","0","8","5350","0"
