@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "McCC" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "Number of previous modifications" NUMERIC
@ATTRIBUTE "Number of previous fixes" NUMERIC
@ATTRIBUTE "Number of committers" NUMERIC
@ATTRIBUTE "Number of developer commits" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L6279","11","0","85","13","0","6","268","false"
"L6280","1","0","232","9","0","6","2319","false"
"L9954","1","0","14","12","0","6","533","false"
"L9955","1","0","9","8","0","5","533","false"
"L6288","1","0","16","8","0","5","268","false"
"L4290","3","0","164","7","0","5","815","false"
"L4291","1","0","63","4","0","3","310","false"
"L4292","8","0","238","15","0","10","815","false"
"L4293","8","0","110","6","0","5","815","false"
"L4294","4","0","159","10","0","6","412","false"
"L4295","3","0","327","5","0","3","310","false"
"L4296","1","0","137","4","0","2","3997","false"
"L4297","2","0","51","12","0","6","665","false"
"L24409","7","0","88","7","0","4","3","false"
"L24465","3","0","26","17","0","7","3","false"
"L24466","7","0","159","48","0","11","1296","false"
"L24467","1","0","37","26","0","10","5350","false"
"L24468","12","0","185","22","1","8","665","false"
"L24469","1","0","21","17","0","7","3","false"
"L24479","6","0","164","17","0","7","3","false"
"L24480","5","0","42","14","0","6","3","false"
"L24481","10","0","188","19","0","7","3","false"
"L24482","1","0","10","17","0","7","3","false"
"L24483","1","0","8","17","0","7","3","false"
"L24484","14","0","89","17","0","7","3","false"
"L24485","1","0","107","17","0","7","3","false"
"L24486","1","0","15","15","0","7","3","false"
"L24487","5","0","72","17","0","7","3","false"
"L24488","1","0","25","17","0","7","3","false"
"L24489","1","0","6","17","0","7","3","false"
"L24490","7","0","72","20","0","7","3","false"
"L24491","14","0","217","17","0","7","3","false"
"L24492","25","0","258","21","0","7","815","false"
"L24493","12","0","138","21","0","7","3","false"
"L24494","1","0","9","7","0","4","3","false"
"L24495","17","0","126","26","0","8","3","false"
"L24496","1","0","25","17","0","7","3","false"
"L24497","35","0","338","19","0","7","3","false"
"L24498","1","0","11","17","0","7","3","false"
"L24499","1","0","12","17","0","7","3","false"
"L24500","18","0","313","17","0","7","3","false"
"L24501","10","0","257","17","0","7","3","false"
"L24502","1","0","25","17","0","7","3","false"
"L24503","25","0","198","17","0","7","3","false"
"L24504","9","0","63","17","0","7","3","false"
"L24505","5","0","49","17","0","7","3","false"
"L31751","5","0","46","17","0","7","3","false"
"L31752","2","0","27","17","0","7","3","false"
"L31753","6","0","66","17","0","7","3","false"
"L31754","3","0","27","17","0","7","3","false"
"L31755","6","0","57","17","0","7","3","false"
"L31756","1","0","61","17","0","7","3","false"
"L31757","1","0","22","17","0","7","3","false"
"L32034","1","0","418","31","0","7","815","false"
"L32035","13","0","488","19","0","7","3","false"
"L32036","6","0","61","15","0","7","3","false"
"L32037","1","0","12","17","0","7","3","false"
"L32038","5","0","68","21","0","8","3","false"
"L32039","1","0","39","17","0","7","3","false"
"L32040","4","0","58","17","0","7","3","false"
"L33022","4","0","56","17","0","7","3","false"
"L33023","1","0","148","17","0","7","3","false"
"L33024","1","0","21","20","0","9","2319","false"
"L33025","9","0","239","19","0","9","3","false"
"L33026","19","0","255","19","0","7","3","false"
"L33027","1","0","90","17","0","7","3","false"
"L33028","1","0","155","17","0","7","3","false"
"L33029","1","0","22","17","0","7","3","false"
"L33030","12","0","125","19","0","9","3","false"
"L33031","1","0","28","17","0","7","3","false"
"L33032","1","0","29","17","0","7","3","false"
"L25212","2","0","30","15","0","7","3","false"
"L25213","9","0","124","27","1","9","3","false"
"L25214","18","0","294","12","0","5","5350","false"
"L25215","18","0","239","17","0","7","3","false"
"L25216","6","0","128","31","0","9","3","false"
"L25217","1","0","28","17","0","7","3","false"
"L25218","1","0","30","19","0","9","3","false"
"L25219","3","0","39","17","0","7","3","false"
"L25220","7","0","146","19","0","9","3","false"
"L25221","13","0","134","24","1","8","3","false"
"L25222","5","0","88","17","0","7","3","false"
"L25223","3","0","63","19","0","7","3","false"
"L25224","1","0","27","17","0","7","3","false"
"L25225","1","0","30","17","0","7","3","false"
"L25226","1","0","5","15","0","7","3","false"
"L25227","40","0","428","21","0","7","3","false"
"L25228","3","0","90","17","0","7","3","false"
"L25229","6","0","60","25","1","8","3","false"
"L25230","1","0","6","15","0","7","3","false"
"L25231","4","0","55","17","0","8","3","false"
"L25232","1","0","29","17","0","7","3","false"
"L25233","1","0","5","15","0","7","3","false"
"L25234","2","0","109","17","0","7","3","false"
"L25235","8","0","90","19","0","9","3","false"
"L25236","3","0","24","18","0","9","3","false"
"L28671","2","0","28","19","0","7","665","false"
"L28672","1","0","38","19","0","7","665","false"
"L28673","5","0","68","23","0","9","665","false"
"L28674","2","0","27","19","0","7","665","false"
"L28675","1","0","82","17","0","7","3","false"
"L28842","7","0","76","20","0","7","3","false"
"L28843","1","0","24","15","0","7","3","false"
"L28844","4","0","42","17","0","8","3","false"
"L28952","2","0","30","15","0","7","3","false"
"L28953","1","0","24","15","0","7","3","false"
"L30286","1","0","20","17","0","7","3","false"
"L33625","1","0","29","15","0","7","3","false"
"L33626","28","0","139","15","0","7","3","false"
"L33627","10","0","87","15","0","7","3","false"
"L33628","1","0","9","15","0","7","3","false"
"L33629","1","0","11","15","0","7","3","false"
"L33630","1","0","7","15","0","7","3","false"
"L33631","1","0","6","15","0","7","3","false"
"L33944","1","0","46","7","0","4","3","false"
"L33945","1","0","15","17","0","7","3","false"
"L33946","1","0","22","17","0","7","3","false"
"L24475","1","0","136","33","1","11","815","false"
"L24476","3","0","180","25","1","10","665","false"
"L24507","1","0","219","17","0","7","3","false"
"L24508","4","0","365","61","1","11","5350","false"
"L24509","1","0","71","17","0","7","3","false"
"L24510","1","0","90","17","0","7","3","false"
"L24511","2","0","75","17","0","7","3","false"
"L24512","4","0","418","21","0","7","815","false"
"L24513","1","0","71","17","0","7","3","false"
"L24514","1","0","476","21","0","7","3","false"
"L24515","3","0","261","17","0","7","3","false"
"L24516","1","0","758","17","0","7","3","false"
"L24517","1","0","71","17","0","7","3","false"
"L24518","1","0","245","17","0","7","3","false"
"L24519","1","0","85","17","0","7","3","false"
"L24520","11","0","324","21","0","9","3","false"
"L31759","1","0","63","17","0","7","3","false"
"L31760","1","0","23","17","0","7","3","false"
"L31761","3","0","103","27","0","9","815","false"
"L32042","29","0","338","19","0","7","3","false"
"L32043","2","0","95","19","0","7","3","false"
"L32044","7","0","124","17","0","7","3","false"
"L33034","1","0","97","17","0","7","3","false"
"L33035","29","0","485","17","0","7","3","false"
"L33036","1","0","34","33","0","11","665","false"
"L25238","1","0","115","12","0","6","3","false"
"L25239","16","0","465","24","0","10","3","false"
"L25240","15","0","1290","42","0","11","3","false"
"L25241","3","0","201","17","0","7","3","false"
"L25242","5","0","220","37","0","13","828","false"
"L25243","3","0","110","17","0","7","3","false"
"L25244","1","0","131","19","0","7","3","false"
"L25245","1","0","666","17","0","7","3","false"
"L25246","1","0","37","15","0","7","3","false"
"L25247","1","0","69","17","0","7","3","false"
"L25248","1","0","54","20","0","9","3","false"
"L33633","1","0","290","15","0","7","3","false"
"L33634","10","0","167","15","0","7","3","false"
"L33635","1","0","15","15","0","7","3","false"
"L34483","4","0","43","7","0","3","3","false"
"L34484","25","0","534","85","0","12","5350","false"
"L187788","2","0","109","47","0","18","5350","false"
"L187789","7","0","95","10","0","4","5350","false"
"L187790","9","0","91","2","0","2","59","false"
"L187791","1","0","23","3","0","1","5350","false"
"L34477","1","0","1","3","0","3","5350","false"
"L64602","4","0","34","7","0","5","143","false"
"L64603","9","0","63","5","0","2","5350","false"
"L64604","4","0","178","79","0","17","412","false"
"L64605","1","0","1","1","0","1","533","false"
"L70391","1","0","18","5","0","3","533","false"
"L70392","1","0","8","2","0","1","2472","false"
"L70393","2","0","32","21","0","7","2319","false"
"L70394","4","0","22","2","0","1","3997","false"
"L70395","2","0","33","6","0","3","5350","false"
"L70396","2","0","37","3","0","2","2472","false"
"L70397","1","0","18","6","0","4","292","false"
"L70398","1","0","12","15","0","9","412","false"
"L70399","1","0","39","61","1","16","2319","false"
"L70400","1","0","8","2","0","1","2319","false"
"L70401","1","0","5","5","0","3","5350","false"
"L70402","1","0","5","2","0","2","3997","false"
"L70403","1","0","20","2","0","2","2319","false"
"L70404","1","0","45","35","0","9","5350","false"
"L70405","1","0","20","2","0","1","3997","false"
"L70406","1","0","20","7","0","6","665","false"
"L70407","1","0","1","5","0","2","533","false"
"L70408","1","0","16","5","0","4","2319","false"
"L70409","1","0","7","3","0","3","2319","false"
"L70410","1","0","40","8","0","5","2319","false"
"L70411","3","0","70","7","0","4","3997","false"
"L70412","1","0","11","10","0","7","505","false"
"L70413","1","0","14","2","0","2","2472","false"
"L70414","6","0","88","5","0","4","2319","false"
"L70415","1","0","16","2","0","2","2472","false"
"L70416","1","0","12","10","0","6","828","false"
"L70417","1","0","6","8","0","5","2472","false"
"L70418","1","0","5","9","0","6","2319","false"
"L70419","1","0","13","2","0","2","665","false"
"L70420","1","0","6","9","0","4","828","false"
"L70421","1","0","7","10","0","5","665","false"
"L70422","1","0","18","11","0","5","2319","false"
"L70423","1","0","22","11","0","7","412","false"
"L70424","1","0","22","12","0","7","2319","false"
"L70425","1","0","13","20","0","11","505","false"
"L70426","1","0","12","2","0","1","3997","false"
"L70427","1","0","8","4","0","3","505","false"
"L70428","1","0","11","3","0","2","236","false"
"L70429","1","0","15","16","0","9","224","false"
"L77070","65","0","442","46","1","14","199","false"
"L77071","39","0","225","13","0","7","5350","false"
"L77072","1","0","16","2","0","2","2472","false"
"L77073","1","0","5","4","0","3","412","false"
"L77074","1","0","5","5","0","2","1636","false"
"L77075","1","0","13","10","0","5","1636","false"
"L77076","1","0","13","5","0","4","5350","false"
"L77077","1","0","5","1","0","1","5350","false"
"L77078","2","0","27","5","0","4","412","false"
"L77079","1","0","16","7","0","5","1634","false"
"L77080","37","0","337","65","0","12","5350","false"
"L77081","1","0","5","6","0","5","505","false"
"L77082","14","0","164","18","0","7","5350","false"
"L77083","1","0","14","4","0","3","505","false"
"L77084","1","0","5","15","0","8","2319","false"
"L77085","1","0","5","7","0","5","505","false"
"L77086","3","0","147","12","0","6","665","false"
"L77087","5","0","129","17","2","6","412","false"
"L77088","22","0","163","31","0","9","199","false"
"L77089","5","0","69","9","0","4","1296","false"
"L77090","2","0","95","14","0","8","815","false"
"L77091","5","0","33","2","0","2","292","false"
"L77092","1","0","1","2","0","1","3997","false"
"L77093","7","0","64","5","0","4","665","false"
"L77094","1","0","9","1","0","1","2319","false"
"L77095","1","0","5","4","0","2","412","false"
"L77096","11","0","215","16","0","8","412","false"
"L77097","7","0","73","4","0","2","1636","false"
"L77098","1","0","5","4","0","3","412","false"
"L77099","4","0","34","6","0","4","1296","false"
"L77100","18","0","177","26","0","11","2319","false"
"L77101","51","0","797","66","0","17","2319","false"
"L77102","2","0","15","2","0","2","533","false"
"L77103","3","0","46","7","0","6","7","false"
"L77104","29","0","154","15","0","8","1636","false"
"L77105","1","0","6","3","0","3","1636","false"
"L77106","4","0","58","3","0","3","1636","false"
"L77107","1","0","12","4","0","4","5350","false"
"L77108","1","0","5","6","0","3","412","false"
"L77109","7","0","55","16","0","6","5350","false"
"L77110","9","0","125","9","0","6","2319","false"
"L77111","9","0","68","3","0","2","1636","false"
"L77112","6","0","42","7","0","4","505","false"
"L77113","4","0","79","13","0","7","1636","false"
"L77114","1","0","19","4","0","3","412","false"
"L82305","5","0","79","10","0","5","5350","false"
"L82306","4","0","32","3","0","3","2319","false"
"L82307","20","0","219","36","0","9","533","false"
"L82308","25","0","169","6","0","3","5350","false"
"L82309","1","0","37","8","0","5","5350","false"
"L82310","1","0","19","61","0","13","5350","false"
"L82311","3","0","62","29","0","8","533","false"
"L82312","1","0","21","13","0","4","3997","false"
"L82313","1","0","5","49","0","13","2472","false"
"L82314","1","0","30","19","0","8","5350","false"
"L82315","1","0","17","88","0","20","2319","false"
"L82316","1","0","22","4","0","2","412","false"
"L82317","12","0","169","3","0","3","2319","false"
"L82318","1","0","12","31","0","11","5350","false"
"L82319","2","0","114","30","0","8","5350","false"
"L82320","1","0","11","24","0","10","5350","false"
"L82321","2","0","43","29","0","10","5350","false"
"L82322","138","0","1411","567","1","27","5350","false"
"L82323","8","0","70","36","0","13","665","false"
"L82324","9","0","147","27","0","12","2319","false"
"L82325","10","0","93","20","0","9","5350","false"
"L82326","6","0","71","12","0","8","6","false"
"L82327","12","0","80","3","0","3","2319","false"
"L82328","3","0","69","13","0","8","665","false"
"L82329","22","0","1054","118","2","15","2319","false"
"L82330","5","0","80","13","0","6","505","false"
"L82331","1","0","1","1","0","1","3997","false"
"L82332","3","0","74","5","0","3","5350","false"
"L82333","3","0","52","29","0","10","505","false"
"L82334","1","0","9","5","0","4","828","false"
"L82335","3","0","52","5","0","4","665","false"
"L82336","5","0","70","5","0","2","5350","false"
"L82337","3","0","24","3","0","3","2319","false"
"L82338","1","0","32","5","0","4","5350","false"
"L82339","11","0","68","3","0","3","2319","false"
"L82340","31","0","895","36","0","11","412","false"
"L82341","6","0","56","45","0","11","2319","false"
"L82342","1","0","24","8","0","6","828","false"
"L82343","1","0","12","3","0","2","2472","false"
"L82344","6","0","119","50","0","14","2472","false"
"L82345","11","0","235","30","0","11","2319","false"
"L82346","7","0","285","27","0","8","5350","false"
"L82347","1","0","105","13","1","7","5350","false"
"L82348","14","0","156","32","0","12","2319","false"
"L44552","1","0","39","23","0","11","310","false"
"L44553","64","0","1001","227","2","23","4","true"
"L44554","1","0","16","7","0","4","5350","false"
"L44555","1","0","11","7","0","4","5350","false"
"L44556","1","0","34","23","0","8","4","true"
"L44557","1","0","33","3","0","3","5350","false"
"L44558","11","0","162","6","0","3","412","false"
"L44559","4","0","42","4","0","2","5350","false"
"L44560","7","0","196","11","0","4","4","true"
"L44561","7","0","109","12","0","3","5350","false"
"L44562","1","0","21","9","0","3","5350","false"
"L44563","1","0","1","3","0","3","5350","false"
"L71786","1","0","19","4","0","3","1296","false"
"L71787","1","0","1","3","0","2","533","false"
"L71788","1","0","8","9","0","6","665","false"
"L71904","1","0","6","10","0","6","5350","false"
"L71905","1","0","15","2","0","1","3997","false"
"L71906","1","0","8","2","0","2","5350","false"
"L71907","1","0","1","2","0","1","3997","false"
"L71908","1","0","11","2","0","1","3997","false"
"L71909","1","0","18","4","0","3","5350","false"
"L71910","1","0","26","8","0","5","533","false"
"L72100","1","0","11","8","0","6","1296","false"
"L72101","7","0","153","35","0","11","199","false"
"L72102","1","0","115","75","1","20","2319","false"
"L72103","4","0","83","25","0","9","5350","false"
