"ID","Name","LongName","Parent","Component","Path","Line","Column","EndLine","EndColumn","CC","CCL","CCO","CI","CLC","CLLC","LDC","LLDC","LCOM5","NL","NLE","WMC","CBO","CBOI","NII","NOI","RFC","AD","CD","CLOC","DLOC","PDA","PUA","TCD","TCLOC","DIT","NOA","NOC","NOD","NOP","LLOC","LOC","NA","NG","NLA","NLG","NLM","NLPA","NLPM","NLS","NM","NOS","NPA","NPM","NS","TLLOC","TLOC","TNA","TNG","TNLA","TNLG","TNLM","TNLPA","TNLPM","TNLS","TNM","TNOS","TNPA","TNPM","TNS","WarningBlocker","WarningCritical","WarningInfo","WarningMajor","WarningMinor","Android Rules","Basic Rules","Brace Rules","Clone Implementation Rules","Clone Metric Rules","Code Size Rules","Cohesion Metric Rules","Comment Rules","Complexity Metric Rules","Controversial Rules","Coupling Metric Rules","Coupling Rules","Design Rules","Documentation Metric Rules","Empty Code Rules","Finalizer Rules","Import Statement Rules","Inheritance Metric Rules","J2EE Rules","JUnit Rules","Jakarta Commons Logging Rules","Java Logging Rules","JavaBean Rules","MigratingToJUnit4 Rules","Migration Rules","Migration13 Rules","Migration14 Rules","Migration15 Rules","Naming Rules","Optimization Rules","Security Code Guideline Rules","Size Metric Rules","Strict Exception Rules","String and StringBuffer Rules","Type Resolution Rules","Unnecessary and Unused Code Rules","Vulnerability Rules","Number of bugs"
"L187746","StandardGraphs$1","common.StandardGraphs$1","L187738","L103","community\graph-algo\src\test\java\common\StandardGraphs.java","29","5","45","6","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","2","3","0","0","1","17","17","3","0","0","0","1","0","1","0","2","15","3","2","0","17","17","3","0","0","0","1","0","1","0","2","15","3","2","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L187752","StandardGraphs$2","common.StandardGraphs$2","L187738","L103","community\graph-algo\src\test\java\common\StandardGraphs.java","46","5","55","6","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","2","3","0","0","1","10","10","3","0","0","0","1","0","1","0","2","5","3","2","0","10","10","3","0","0","0","1","0","1","0","2","5","3","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L187757","StandardGraphs$3","common.StandardGraphs$3","L187738","L103","community\graph-algo\src\test\java\common\StandardGraphs.java","56","5","109","6","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","0","1","0","0","0","0","0","2","0","0","2","3","0","0","1","45","54","3","0","0","0","1","0","1","0","2","32","3","2","0","45","54","3","0","0","0","1","0","1","0","2","32","3","2","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0"
"L188006","ImdbDocTest$System","examples.ImdbDocTest$System","L188002","L103","community\lucene-index\src\test\java\examples\ImdbDocTest.java","87","5","96","6","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.545455","6","6","1","0","0.411765","7","0","0","0","0","0","5","5","1","0","1","0","0","0","0","0","0","0","0","0","0","10","10","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L188084","TestMatchingOfCircularPattern$VisibleMessagesByFollowedUsers","matching.TestMatchingOfCircularPattern$VisibleMessagesByFollowedUsers","L188081","L103","community\graph-matching\src\test\java\matching\TestMatchingOfCircularPattern.java","57","5","89","6","0","0","0","0","0","0","0","0","1","1","1","3","8","2","3","6","8","0","0","0","0","0","3","0","0","0","0","0","0","0","24","27","3","0","3","0","2","0","2","0","2","9","0","2","0","30","33","4","0","3","0","3","0","2","0","7","10","0","6","0","0","0","12","1","3","0","0","2","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0"
"L188465","TestConcurrentRotation$1","synchronization.TestConcurrentRotation$1","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","48","5","62","6","0","0","0","0","0","0","0","0","1","1","1","2","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","15","15","10","0","1","0","1","0","0","0","22","5","2","15","1","15","15","10","0","1","0","1","0","0","0","22","5","2","15","1","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","0"
"L188479","TestConcurrentRotation$2","synchronization.TestConcurrentRotation$2","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","64","5","71","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L188487","TestConcurrentRotation$3","synchronization.TestConcurrentRotation$3","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","73","5","80","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L188521","TestConcurrentRotation$Verifier","synchronization.TestConcurrentRotation$Verifier","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","112","5","124","6","0","0","0","0","0","0","0","0","1","1","1","1","5","1","0","3","4","0","0.153846","2","0","0","2","0.153846","2","1","1","0","0","1","11","13","0","0","0","0","1","0","1","0","1","2","0","1","0","11","13","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L188503","TestConcurrentRotation$CreateInitialStateTask","synchronization.TestConcurrentRotation$CreateInitialStateTask","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","126","5","140","6","0","0","0","0","0","0","0","0","1","2","2","2","6","1","0","6","7","0","0","0","0","0","2","0","0","1","1","0","0","1","15","15","0","0","0","0","1","0","1","0","1","6","0","1","0","15","15","0","0","0","0","1","0","1","0","1","6","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"L188509","TestConcurrentRotation$LoadIndexesTask","synchronization.TestConcurrentRotation$LoadIndexesTask","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","142","5","168","6","0","0","0","0","0","0","0","0","1","2","2","4","8","1","1","6","8","0","0","0","0","0","3","0","0","1","1","0","0","1","25","27","2","0","2","0","2","0","2","0","2","9","0","2","0","25","27","2","0","2","0","2","0","2","0","2","9","0","2","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L188514","TestConcurrentRotation$RotateIndexLogTask","synchronization.TestConcurrentRotation$RotateIndexLogTask","L188459","L103","community\neo4j\src\test\java\synchronization\TestConcurrentRotation.java","170","5","205","6","0","0","0","0","0","0","0","0","1","1","1","4","10","1","0","9","12","0","0","0","0","0","2","0","0","1","1","0","0","1","34","36","0","0","0","0","3","0","1","1","3","11","0","1","1","34","36","0","0","0","0","3","0","1","1","3","11","0","1","1","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0"
"L189067","TestPropertyReadOnNewEntityBeforeLockRelease$CreateData","visibility.TestPropertyReadOnNewEntityBeforeLockRelease$CreateData","L189062","L103","community\neo4j\src\test\java\visibility\TestPropertyReadOnNewEntityBeforeLockRelease.java","54","5","70","6","0","0","0","0","0","0","0","0","1","1","1","1","9","1","0","9","10","0","0","0","0","0","2","0","0","1","1","0","0","1","16","17","0","0","0","0","1","0","1","0","1","7","0","1","0","16","17","0","0","0","0","1","0","1","0","1","7","0","1","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0"
"L189073","TestPropertyReadOnNewEntityBeforeLockRelease$ReadData","visibility.TestPropertyReadOnNewEntityBeforeLockRelease$ReadData","L189062","L103","community\neo4j\src\test\java\visibility\TestPropertyReadOnNewEntityBeforeLockRelease.java","87","5","100","6","0","0","0","0","0","0","0","0","1","1","1","1","10","1","0","7","8","0","0","0","0","0","2","0","0","1","1","0","0","1","14","14","0","0","0","0","1","0","1","0","1","5","0","1","0","14","14","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0"
"L189091","TestPropertyReadOnNewEntityBeforeLockRelease$1","visibility.TestPropertyReadOnNewEntityBeforeLockRelease$1","L189062","L103","community\neo4j\src\test\java\visibility\TestPropertyReadOnNewEntityBeforeLockRelease.java","104","5","113","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","11","10","9","0","0","0","1","0","0","0","22","4","2","15","1","11","10","9","0","0","0","1","0","0","0","22","4","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L189104","TestPropertyReadOnNewEntityBeforeLockRelease$2","visibility.TestPropertyReadOnNewEntityBeforeLockRelease$2","L189062","L103","community\neo4j\src\test\java\visibility\TestPropertyReadOnNewEntityBeforeLockRelease.java","114","5","121","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L189112","TestPropertyReadOnNewEntityBeforeLockRelease$3","visibility.TestPropertyReadOnNewEntityBeforeLockRelease$3","L189062","L103","community\neo4j\src\test\java\visibility\TestPropertyReadOnNewEntityBeforeLockRelease.java","122","5","129","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L189120","TestPropertyReadOnNewEntityBeforeLockRelease$4","visibility.TestPropertyReadOnNewEntityBeforeLockRelease$4","L189062","L103","community\neo4j\src\test\java\visibility\TestPropertyReadOnNewEntityBeforeLockRelease.java","130","5","137","6","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"L189263","JmxDocTest$1","jmx.JmxDocTest$1","L189252","L103","enterprise\ha\src\test\java\jmx\JmxDocTest.java","72","5","76","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L189267","JmxDocTest$2","jmx.JmxDocTest$2","L189252","L103","enterprise\ha\src\test\java\jmx\JmxDocTest.java","78","5","84","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L189413","TxBench$Worker","TxBench$Worker","L189404","L103","enterprise\server-enterprise\src\test\java\TxBench.java","75","5","88","6","0","0","0","0","0","0","0","0","1","1","1","1","3","2","1","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","13","14","1","0","1","0","1","0","1","0","1","4","0","1","0","13","14","1","0","1","0","1","0","1","0","1","4","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0"
"L154","BranchedStoreInfo","org.neo4j.management.BranchedStoreInfo","L106","L103","advanced\management\src\main\java\org\neo4j\management\BranchedStoreInfo.java","25","1","56","2","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","27","32","3","3","3","3","4","0","4","0","4","6","0","4","0","27","32","3","3","3","3","4","0","4","0","4","6","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L201","ClusterDatabaseInfo","org.neo4j.management.ClusterDatabaseInfo","L106","L103","advanced\management\src\main\java\org\neo4j\management\ClusterDatabaseInfo.java","22","1","44","2","0","0","0","0","0","0","0","0","0","0","0","3","1","3","3","7","10","0","0","0","0","0","4","0","0","1","1","0","0","1","20","23","9","6","2","2","3","0","3","0","14","5","0","13","0","20","23","9","6","2","2","3","0","3","0","14","5","0","13","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"L202","ClusterMemberInfo","org.neo4j.management.ClusterMemberInfo","L106","L103","advanced\management\src\main\java\org\neo4j\management\ClusterMemberInfo.java","36","1","130","2","0","0","0","0","0","0","0","0","1","2","2","15","3","10","15","3","14","0.0909091","0.0568182","5","4","1","10","0.0568182","5","0","0","1","1","0","83","95","7","4","7","4","11","0","10","0","11","24","0","10","0","83","95","7","4","7","4","11","0","10","0","11","24","0","10","0","0","0","27","6","1","0","1","0","0","0","0","0","0","0","0","0","0","2","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","0"
"L1586","Main","org.neo4j.management.Main","L106","L103","advanced\management\src\main\java\org\neo4j\management\Main.java","29","1","117","2","0","0","0","0","0","0","0","0","1","3","3","15","0","0","0","0","2","0","0.0229885","2","0","0","2","0.0229885","2","0","0","0","0","0","85","89","1","0","1","0","2","0","1","0","2","32","0","1","0","85","89","1","0","1","0","2","0","1","0","2","32","0","1","0","0","0","7","4","6","0","0","0","0","0","0","0","0","1","0","0","0","4","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","0"
"L264","Neo4jManager","org.neo4j.management.Neo4jManager","L106","L103","advanced\management\src\main\java\org\neo4j\management\Neo4jManager.java","53","1","390","2","0.117365","1","8","2","0.0946746","0.107023","32","32","2","2","2","61","13","3","16","14","50","0","0","0","0","0","32","0","0","1","2","0","0","2","301","338","8","24","2","22","36","0","31","0","53","106","1","31","0","301","338","8","24","2","22","36","0","31","0","53","106","1","31","0","0","1","103","4","6","0","0","0","0","16","0","1","0","0","0","1","0","7","75","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","2","0","0","0","0"
"L1397","WindowPoolInfo","org.neo4j.management.WindowPoolInfo","L106","L103","advanced\management\src\main\java\org\neo4j\management\WindowPoolInfo.java","25","1","93","2","0.401639","2","2","2","0.173913","0.20339","12","12","0","0","0","9","0","2","0","0","9","0","0","0","0","0","10","0","0","0","0","0","0","0","60","69","9","8","9","8","9","0","9","0","9","16","0","9","0","60","69","9","8","9","8","9","0","9","0","9","16","0","9","0","0","0","36","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0"
"L1842","ManagementBeansTest","org.neo4j.management.ManagementBeansTest","L106","L103","advanced\management\src\test\java\org\neo4j\management\ManagementBeansTest.java","39","1","151","2","0","0","0","0","0","0","0","0","1","1","1","16","10","0","0","18","33","0","0.0204082","2","0","0","15","0.0204082","2","0","0","0","0","0","96","113","2","1","2","1","15","1","14","0","15","26","1","14","0","96","113","2","1","2","1","15","1","14","0","15","26","1","14","0","0","0","37","14","14","0","0","0","0","0","0","0","0","0","0","0","0","4","33","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","4","0","0","13","0","0","0"
"L1897","TestCacheBeans","org.neo4j.management.TestCacheBeans","L106","L103","advanced\management\src\test\java\org\neo4j\management\TestCacheBeans.java","40","1","163","2","0","0","0","0","0","0","0","0","1","1","1","10","13","0","0","14","21","0","0","0","0","0","6","0","0","0","0","0","0","0","83","95","3","0","3","0","7","1","5","0","7","38","1","5","0","111","124","6","0","6","0","11","4","5","0","11","41","4","5","0","0","0","46","4","4","0","0","0","0","0","0","0","0","0","1","2","0","1","34","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","10","0","0","3","1","0","0"
