@RELATION bughunter

@ATTRIBUTE "unique_id" STRING
@ATTRIBUTE "CC" NUMERIC
@ATTRIBUTE "CCL" NUMERIC
@ATTRIBUTE "CCO" NUMERIC
@ATTRIBUTE "CI" NUMERIC
@ATTRIBUTE "CLC" NUMERIC
@ATTRIBUTE "CLLC" NUMERIC
@ATTRIBUTE "LDC" NUMERIC
@ATTRIBUTE "LLDC" NUMERIC
@ATTRIBUTE "LCOM5" NUMERIC
@ATTRIBUTE "NL" NUMERIC
@ATTRIBUTE "NLE" NUMERIC
@ATTRIBUTE "WMC" NUMERIC
@ATTRIBUTE "CBO" NUMERIC
@ATTRIBUTE "CBOI" NUMERIC
@ATTRIBUTE "NII" NUMERIC
@ATTRIBUTE "NOI" NUMERIC
@ATTRIBUTE "RFC" NUMERIC
@ATTRIBUTE "AD" NUMERIC
@ATTRIBUTE "CD" NUMERIC
@ATTRIBUTE "CLOC" NUMERIC
@ATTRIBUTE "DLOC" NUMERIC
@ATTRIBUTE "PDA" NUMERIC
@ATTRIBUTE "PUA" NUMERIC
@ATTRIBUTE "TCD" NUMERIC
@ATTRIBUTE "TCLOC" NUMERIC
@ATTRIBUTE "DIT" NUMERIC
@ATTRIBUTE "NOA" NUMERIC
@ATTRIBUTE "NOC" NUMERIC
@ATTRIBUTE "NOD" NUMERIC
@ATTRIBUTE "NOP" NUMERIC
@ATTRIBUTE "LLOC" NUMERIC
@ATTRIBUTE "LOC" NUMERIC
@ATTRIBUTE "NA" NUMERIC
@ATTRIBUTE "NG" NUMERIC
@ATTRIBUTE "NLA" NUMERIC
@ATTRIBUTE "NLG" NUMERIC
@ATTRIBUTE "NLM" NUMERIC
@ATTRIBUTE "NLPA" NUMERIC
@ATTRIBUTE "NLPM" NUMERIC
@ATTRIBUTE "NLS" NUMERIC
@ATTRIBUTE "NM" NUMERIC
@ATTRIBUTE "NOS" NUMERIC
@ATTRIBUTE "NPA" NUMERIC
@ATTRIBUTE "NPM" NUMERIC
@ATTRIBUTE "NS" NUMERIC
@ATTRIBUTE "TLLOC" NUMERIC
@ATTRIBUTE "TLOC" NUMERIC
@ATTRIBUTE "TNA" NUMERIC
@ATTRIBUTE "TNG" NUMERIC
@ATTRIBUTE "TNLA" NUMERIC
@ATTRIBUTE "TNLG" NUMERIC
@ATTRIBUTE "TNLM" NUMERIC
@ATTRIBUTE "TNLPA" NUMERIC
@ATTRIBUTE "TNLPM" NUMERIC
@ATTRIBUTE "TNLS" NUMERIC
@ATTRIBUTE "TNM" NUMERIC
@ATTRIBUTE "TNOS" NUMERIC
@ATTRIBUTE "TNPA" NUMERIC
@ATTRIBUTE "TNPM" NUMERIC
@ATTRIBUTE "TNS" NUMERIC
@ATTRIBUTE "WarningBlocker" NUMERIC
@ATTRIBUTE "WarningCritical" NUMERIC
@ATTRIBUTE "WarningInfo" NUMERIC
@ATTRIBUTE "WarningMajor" NUMERIC
@ATTRIBUTE "WarningMinor" NUMERIC
@ATTRIBUTE "Android Rules" NUMERIC
@ATTRIBUTE "Basic Rules" NUMERIC
@ATTRIBUTE "Brace Rules" NUMERIC
@ATTRIBUTE "Clone Implementation Rules" NUMERIC
@ATTRIBUTE "Clone Metric Rules" NUMERIC
@ATTRIBUTE "Code Size Rules" NUMERIC
@ATTRIBUTE "Cohesion Metric Rules" NUMERIC
@ATTRIBUTE "Comment Rules" NUMERIC
@ATTRIBUTE "Complexity Metric Rules" NUMERIC
@ATTRIBUTE "Controversial Rules" NUMERIC
@ATTRIBUTE "Coupling Metric Rules" NUMERIC
@ATTRIBUTE "Coupling Rules" NUMERIC
@ATTRIBUTE "Design Rules" NUMERIC
@ATTRIBUTE "Documentation Metric Rules" NUMERIC
@ATTRIBUTE "Empty Code Rules" NUMERIC
@ATTRIBUTE "Finalizer Rules" NUMERIC
@ATTRIBUTE "Import Statement Rules" NUMERIC
@ATTRIBUTE "Inheritance Metric Rules" NUMERIC
@ATTRIBUTE "J2EE Rules" NUMERIC
@ATTRIBUTE "JUnit Rules" NUMERIC
@ATTRIBUTE "Jakarta Commons Logging Rules" NUMERIC
@ATTRIBUTE "Java Logging Rules" NUMERIC
@ATTRIBUTE "JavaBean Rules" NUMERIC
@ATTRIBUTE "MigratingToJUnit4 Rules" NUMERIC
@ATTRIBUTE "Migration Rules" NUMERIC
@ATTRIBUTE "Migration13 Rules" NUMERIC
@ATTRIBUTE "Migration14 Rules" NUMERIC
@ATTRIBUTE "Migration15 Rules" NUMERIC
@ATTRIBUTE "Naming Rules" NUMERIC
@ATTRIBUTE "Optimization Rules" NUMERIC
@ATTRIBUTE "Security Code Guideline Rules" NUMERIC
@ATTRIBUTE "Size Metric Rules" NUMERIC
@ATTRIBUTE "Strict Exception Rules" NUMERIC
@ATTRIBUTE "String and StringBuffer Rules" NUMERIC
@ATTRIBUTE "Type Resolution Rules" NUMERIC
@ATTRIBUTE "Unnecessary and Unused Code Rules" NUMERIC
@ATTRIBUTE "Vulnerability Rules" NUMERIC
@ATTRIBUTE "Bug class" {true,false}

@DATA
"L187540","0","0","0","0","0","0","0","0","1","0","0","2","3","0","0","3","5","0","0","0","0","0","3","0","0","1","1","0","0","1","18","20","2","0","2","0","2","0","2","0","2","3","0","2","0","18","20","2","0","2","0","2","0","2","0","2","3","0","2","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L187607","0","0","0","0","0","0","0","0","1","2","2","6","6","1","2","4","7","0","0","0","0","0","3","0","0","0","0","0","0","0","44","47","3","1","3","1","3","0","2","0","3","17","0","2","0","44","47","3","1","3","1","3","0","2","0","3","17","0","2","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L187746","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","2","3","0","0","1","17","17","3","0","0","0","1","0","1","0","2","15","3","2","0","17","17","3","0","0","0","1","0","1","0","2","15","3","2","0","0","0","7","0","2","0","0","0","0","0","0","0","0","0","2","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L187752","0","0","0","0","0","0","0","0","1","0","0","1","3","0","0","0","1","0","0","0","0","0","2","0","0","2","3","0","0","1","10","10","3","0","0","0","1","0","1","0","2","5","3","2","0","10","10","3","0","0","0","1","0","1","0","2","5","3","2","0","0","0","7","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L187757","0","0","0","0","0","0","0","0","1","0","0","1","5","0","0","0","1","0","0","0","0","0","2","0","0","2","3","0","0","1","45","54","3","0","0","0","1","0","1","0","2","32","3","2","0","45","54","3","0","0","0","1","0","1","0","2","32","3","2","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","false"
"L188006","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0.545455","6","6","1","0","0.411765","7","0","0","0","0","0","5","5","1","0","1","0","0","0","0","0","0","0","0","0","0","10","10","1","0","1","0","1","0","1","0","1","0","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L188084","0","0","0","0","0","0","0","0","1","1","1","3","8","2","3","6","8","0","0","0","0","0","3","0","0","0","0","0","0","0","24","27","3","0","3","0","2","0","2","0","2","9","0","2","0","30","33","4","0","3","0","3","0","2","0","7","10","0","6","0","0","0","12","1","3","0","0","2","0","0","0","0","0","0","0","0","0","1","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","false"
"L188465","0","0","0","0","0","0","0","0","1","1","1","2","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","15","15","10","0","1","0","1","0","0","0","22","5","2","15","1","15","15","10","0","1","0","1","0","0","0","22","5","2","15","1","0","0","7","0","2","0","0","0","0","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0","false"
"L188479","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L188487","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L188521","0","0","0","0","0","0","0","0","1","1","1","1","5","1","0","3","4","0","0.153846","2","0","0","2","0.153846","2","1","1","0","0","1","11","13","0","0","0","0","1","0","1","0","1","2","0","1","0","11","13","0","0","0","0","1","0","1","0","1","2","0","1","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","false"
"L188503","0","0","0","0","0","0","0","0","1","2","2","2","6","1","0","6","7","0","0","0","0","0","2","0","0","1","1","0","0","1","15","15","0","0","0","0","1","0","1","0","1","6","0","1","0","15","15","0","0","0","0","1","0","1","0","1","6","0","1","0","0","0","5","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","false"
"L188509","0","0","0","0","0","0","0","0","1","2","2","4","8","1","1","6","8","0","0","0","0","0","3","0","0","1","1","0","0","1","25","27","2","0","2","0","2","0","2","0","2","9","0","2","0","25","27","2","0","2","0","2","0","2","0","2","9","0","2","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","false"
"L188514","0","0","0","0","0","0","0","0","1","1","1","4","10","1","0","9","12","0","0","0","0","0","2","0","0","1","1","0","0","1","34","36","0","0","0","0","3","0","1","1","3","11","0","1","1","34","36","0","0","0","0","3","0","1","1","3","11","0","1","1","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","false"
"L189067","0","0","0","0","0","0","0","0","1","1","1","1","9","1","0","9","10","0","0","0","0","0","2","0","0","1","1","0","0","1","16","17","0","0","0","0","1","0","1","0","1","7","0","1","0","16","17","0","0","0","0","1","0","1","0","1","7","0","1","0","0","0","5","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","false"
"L189073","0","0","0","0","0","0","0","0","1","1","1","1","10","1","0","7","8","0","0","0","0","0","2","0","0","1","1","0","0","1","14","14","0","0","0","0","1","0","1","0","1","5","0","1","0","14","14","0","0","0","0","1","0","1","0","1","5","0","1","0","0","0","5","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","false"
"L189091","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","11","10","9","0","0","0","1","0","0","0","22","4","2","15","1","11","10","9","0","0","0","1","0","0","0","22","4","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L189104","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L189112","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L189120","0","0","0","0","0","0","0","0","1","0","0","1","4","0","0","0","1","0","0","0","0","0","1","0","0","2","2","0","0","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","9","8","9","0","0","0","1","0","0","0","22","2","2","15","1","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L189263","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","6","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L189267","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","8","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L189413","0","0","0","0","0","0","0","0","1","1","1","1","3","2","1","3","4","0","0","0","0","0","2","0","0","0","0","0","0","0","13","14","1","0","1","0","1","0","1","0","1","4","0","1","0","13","14","1","0","1","0","1","0","1","0","1","4","0","1","0","0","0","5","0","3","0","0","0","0","0","0","0","0","0","0","0","0","2","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","false"
"L154","0","0","0","0","0","0","0","0","0","0","0","4","0","2","1","0","4","0","0","0","0","0","5","0","0","0","0","0","0","0","27","32","3","3","3","3","4","0","4","0","4","6","0","4","0","27","32","3","3","3","3","4","0","4","0","4","6","0","4","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L201","0","0","0","0","0","0","0","0","0","0","0","3","1","3","3","7","10","0","0","0","0","0","4","0","0","1","1","0","0","1","20","23","9","6","2","2","3","0","3","0","14","5","0","13","0","20","23","9","6","2","2","3","0","3","0","14","5","0","13","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L202","0","0","0","0","0","0","0","0","1","2","2","15","3","10","15","3","14","0.0909091","0.0568182","5","4","1","10","0.0568182","5","0","0","1","1","0","83","95","7","4","7","4","11","0","10","0","11","24","0","10","0","83","95","7","4","7","4","11","0","10","0","11","24","0","10","0","0","0","27","6","1","0","1","0","0","0","0","0","0","0","0","0","0","2","25","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","2","0","0","0","0","0","false"
"L1586","0","0","0","0","0","0","0","0","1","3","3","15","0","0","0","0","2","0","0.0229885","2","0","0","2","0.0229885","2","0","0","0","0","0","85","89","1","0","1","0","2","0","1","0","2","32","0","1","0","85","89","1","0","1","0","2","0","1","0","2","32","0","1","0","0","0","7","4","6","0","0","0","0","0","0","0","0","1","0","0","0","4","5","0","0","0","0","0","0","0","3","0","0","0","0","0","0","1","0","0","1","2","0","0","0","0","false"
"L264","0.117365","1","8","2","0.0946746","0.107023","32","32","2","2","2","61","13","3","16","14","50","0","0","0","0","0","32","0","0","1","2","0","0","2","301","338","8","24","2","22","36","0","31","0","53","106","1","31","0","301","338","8","24","2","22","36","0","31","0","53","106","1","31","0","0","1","103","4","6","0","0","0","0","16","0","1","0","0","0","1","0","7","75","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","9","2","2","0","0","0","false"
"L1397","0.401639","2","2","2","0.173913","0.20339","12","12","0","0","0","9","0","2","0","0","9","0","0","0","0","0","10","0","0","0","0","0","0","0","60","69","9","8","9","8","9","0","9","0","9","16","0","9","0","60","69","9","8","9","8","9","0","9","0","9","16","0","9","0","0","0","36","0","0","0","0","0","0","11","0","0","0","0","0","0","0","0","21","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L1842","0","0","0","0","0","0","0","0","1","1","1","16","10","0","0","18","33","0","0.0204082","2","0","0","15","0.0204082","2","0","0","0","0","0","96","113","2","1","2","1","15","1","14","0","15","26","1","14","0","96","113","2","1","2","1","15","1","14","0","15","26","1","14","0","0","0","37","14","14","0","0","0","0","0","0","0","0","0","0","0","0","4","33","0","0","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","4","0","0","13","0","0","false"
"L1897","0","0","0","0","0","0","0","0","1","1","1","10","13","0","0","14","21","0","0","0","0","0","6","0","0","0","0","0","0","0","83","95","3","0","3","0","7","1","5","0","7","38","1","5","0","111","124","6","0","6","0","11","4","5","0","11","41","4","5","0","0","0","46","4","4","0","0","0","0","0","0","0","0","0","1","2","0","1","34","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","10","0","0","3","1","0","false"
"L1992","0","0","0","0","0","0","0","0","1","1","1","5","11","0","0","9","14","0","0","0","0","0","4","0","0","0","0","0","0","0","52","61","3","1","3","1","5","1","3","0","5","21","1","3","0","52","61","3","1","3","1","5","1","3","0","5","21","1","3","0","0","1","18","3","1","0","0","0","0","0","0","0","0","0","0","1","0","0","13","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0","2","0","false"
"L2837","0.00918422","1","1","1","0.0162242","0.0214008","11","11","2","3","3","78","74","45","117","92","142","0.117647","0.0889749","46","31","2","15","0.0815603","46","1","1","2","13","1","471","631","21","18","21","17","50","0","16","2","51","184","0","17","2","518","678","21","18","21","17","58","0","24","2","59","194","0","25","2","0","0","182","6","5","0","0","0","0","29","0","1","0","0","0","8","0","6","135","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","9","3","0","0","0","0","false"
"L2303","0","0","0","0","0","0","0","0","2","2","2","30","22","13","14","32","49","0.444444","0.0581395","10","8","4","5","0.0549451","10","0","0","2","5","0","162","195","9","1","9","1","17","3","8","0","17","58","3","8","0","172","205","9","1","9","1","18","3","9","0","18","61","3","9","0","0","1","49","4","7","0","1","0","0","0","0","1","0","0","0","2","0","6","40","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","6","3","0","0","0","0","false"
"L2085","0","0","0","0","0","0","0","0","1","0","0","1","3","4","0","1","2","1","0.307692","4","4","1","0","0.307692","4","1","1","2","3","1","9","9","9","1","0","0","1","0","0","0","17","1","3","8","0","9","9","9","1","0","0","1","0","0","0","17","1","3","8","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L2104","0.201794","1","1","1","0.168831","0.183333","13","11","1","0","0","8","29","32","12","23","31","0.5","0.164384","12","10","3","3","0.164384","12","2","2","5","10","1","61","77","21","18","0","1","8","0","5","0","55","14","0","21","2","61","77","21","18","0","1","8","0","5","0","55","14","0","21","2","0","0","29","0","0","0","0","0","0","11","0","0","0","0","0","1","0","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L19114","0","0","0","0","0","0","0","0","2","0","0","7","3","9","11","2","9","0.125","0.227273","5","5","1","7","0.0546875","7","0","0","3","3","0","17","27","0","2","0","2","7","0","7","0","7","2","0","7","0","121","150","9","6","9","6","22","2","22","0","26","24","2","26","0","0","0","61","0","5","0","0","0","0","0","0","2","0","0","1","0","0","2","56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","3","0","0","0","0","0","false"
"L20568","0","0","0","0","0","0","0","0","2","2","2","6","0","6","6","0","2","0.333333","0.0769231","3","3","1","2","0.0769231","3","0","0","0","0","0","36","40","0","0","0","0","2","0","2","0","2","15","0","2","0","36","40","0","0","0","0","2","0","2","0","2","15","0","2","0","0","0","8","3","1","0","0","0","0","0","0","1","0","0","0","0","0","1","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0","0","false"
"L19548","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","3","0.333333","0.157895","3","3","1","2","0.157895","3","1","1","0","0","1","16","18","2","4","1","1","2","0","2","0","7","3","1","7","0","16","18","2","4","1","1","2","0","2","0","7","3","1","7","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L19507","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1","1","3","0.333333","0.2","4","4","1","2","0.2","4","1","1","0","0","1","16","18","2","4","1","1","2","1","2","0","7","3","2","7","0","16","18","2","4","1","1","2","1","2","0","7","3","2","7","0","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","false"
"L19120","0","0","0","0","0","0","0","0","1","1","1","4","3","1","2","2","5","0.25","0.115385","3","3","1","3","0.115385","3","1","1","0","0","1","23","26","2","0","2","0","3","0","3","0","3","5","0","3","0","23","26","2","0","2","0","3","0","3","0","3","5","0","3","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L19177","0","0","0","0","0","0","0","0","0","0","0","3","0","6","1","0","3","0.5","0.428571","12","12","2","2","0.428571","12","0","0","0","0","0","16","25","0","0","0","0","3","0","3","0","3","3","0","3","0","16","25","0","0","0","0","3","0","3","0","3","3","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","false"
"L8468","0","0","0","0","0","0","0","0","1","0","0","4","14","2","2","12","16","0.5","0.212121","7","7","2","2","0.212121","7","3","3","0","0","1","26","33","22","18","1","0","4","0","3","0","59","7","0","24","2","26","33","22","18","1","0","4","0","3","0","59","7","0","24","2","0","0","12","2","0","0","0","0","0","0","0","0","0","0","0","1","0","1","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","1","0","false"
"L23296","0","0","0","0","0","0","0","0","1","0","0","6","10","3","8","4","10","1","0.32","16","16","3","0","0.32","16","1","1","0","0","1","34","48","11","1","2","0","6","0","2","0","22","7","3","10","0","34","48","11","1","2","0","6","0","2","0","22","7","3","10","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L23450","0","0","0","0","0","0","0","0","1","0","0","2","7","0","0","9","11","0","0","0","0","0","3","0","0","1","1","0","0","1","18","22","4","0","1","0","2","0","2","0","3","4","3","3","0","18","22","4","0","1","0","2","0","2","0","3","4","3","3","0","0","0","9","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1","0","0","false"
"L2295","0","0","0","0","0","0","0","0","2","1","1","6","6","3","0","8","13","0","0.0810811","3","0","0","4","0.0810811","3","1","1","3","3","1","34","46","5","0","2","0","5","1","3","0","6","11","4","4","0","34","46","5","0","2","0","5","1","3","0","6","11","4","4","0","0","0","16","1","4","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","false"
"L23468","0","0","0","0","0","0","0","0","2","1","1","4","8","0","0","10","13","0","0.2","11","0","0","4","0.2","11","1","1","0","0","1","44","64","5","0","2","0","3","1","3","0","4","14","4","4","0","44","64","5","0","2","0","3","1","3","0","4","14","4","4","0","0","0","12","1","7","0","0","0","0","0","0","1","0","0","0","0","0","0","7","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","false"
"L23477","0","0","0","0","0","0","0","0","3","0","0","3","4","0","0","1","4","0","0","0","0","0","2","0","0","2","2","0","0","1","21","24","5","0","0","0","3","0","1","0","7","6","4","5","0","24","27","14","1","0","0","3","0","1","0","24","6","7","13","0","0","0","17","1","4","0","0","0","0","0","0","1","0","0","0","0","0","0","12","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1","0","0","false"
"L23487","0","0","0","0","0","0","0","0","1","0","0","4","8","0","0","7","10","0","0.0465116","2","0","0","3","0.0465116","2","1","1","0","0","1","41","49","3","0","0","0","3","0","2","0","4","18","3","3","0","41","49","3","0","0","0","3","0","2","0","4","18","3","3","0","0","0","11","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","false"
"L23496","0","0","0","0","0","0","0","0","1","0","0","5","8","0","0","14","19","0","0.181818","10","0","0","6","0.147059","10","1","1","0","0","1","45","67","5","0","2","0","5","0","5","0","6","16","3","6","0","58","82","5","1","2","1","8","0","8","0","9","17","3","9","0","0","0","21","4","4","0","0","0","0","0","0","1","0","0","0","0","0","3","18","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3","0","0","false"
"L23557","0","0","0","0","0","0","0","0","1","0","0","2","5","0","0","6","8","0","0","0","0","0","3","0","0","2","3","0","0","1","13","17","6","21","0","0","2","0","2","0","40","4","3","24","1","13","17","6","21","0","0","2","0","2","0","40","4","3","24","1","0","0","10","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2","0","0","false"
"L23562","0","0","0","0","0","0","0","0","1","0","0","4","6","0","0","11","15","0","0","0","0","0","5","0","0","2","3","0","0","1","31","37","7","21","1","0","4","0","4","1","42","9","3","26","2","31","37","7","21","1","0","4","0","4","1","42","9","3","26","2","0","0","14","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3","0","0","false"
"L23570","0","0","0","0","0","0","0","0","1","1","1","6","13","0","0","19","24","0","0.0181818","1","0","0","5","0.0133333","1","1","1","0","0","1","54","64","4","0","1","0","5","0","4","0","6","20","3","5","0","74","87","4","0","1","0","6","0","5","0","7","29","3","6","0","0","0","21","2","4","0","0","0","0","0","0","0","0","0","0","1","0","0","18","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2","0","0","false"
